trait_name,temperature,trait_value,reference
biting_rate,25,0.06666666666666667,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.125,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.2,Delatte_etal_2009_JMedEnto
biting_rate,25,0.16666666666666666,Delatte_etal_2009_JMedEnto
biting_rate,25,0.125,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,25,0.16666666666666666,Delatte_etal_2009_JMedEnto
biting_rate,25,0.14285714285714285,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.2,Delatte_etal_2009_JMedEnto
biting_rate,25,0.25,Delatte_etal_2009_JMedEnto
biting_rate,25,0.2,Delatte_etal_2009_JMedEnto
biting_rate,25,0.2,Delatte_etal_2009_JMedEnto
biting_rate,25,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.14285714285714285,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.16666666666666666,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.125,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.5,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.14285714285714285,Delatte_etal_2009_JMedEnto
biting_rate,30,0.2,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,0.14285714285714285,Delatte_etal_2009_JMedEnto
biting_rate,30,0.25,Delatte_etal_2009_JMedEnto
biting_rate,30,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,30,1.0,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.16666666666666666,Delatte_etal_2009_JMedEnto
biting_rate,35,0.07692307692307693,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.14285714285714285,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.5,Delatte_etal_2009_JMedEnto
biting_rate,35,0.16666666666666666,Delatte_etal_2009_JMedEnto
biting_rate,35,0.1,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.3333333333333333,Delatte_etal_2009_JMedEnto
biting_rate,35,0.25,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.032876712,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.027952481,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.029813665,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.032476319,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.028985507,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.03033367,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.033333333,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,15,0.029739777,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.104347826,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.082379863,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.089241448,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.092273892,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.071319409,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.071784646,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.106904232,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,20,0.082987552,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.144578313,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.145228216,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.131004367,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.176322418,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.122511485,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.108583247,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.128824477,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,25,0.105527638,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.211764706,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.199445983,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.162162162,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.171428571,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.154340836,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.115226337,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.147239264,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,30,0.151679307,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,35,0.190800681,Delatte_etal_2009_JMedEnto
egg_to_adult_development_rate,35,0.181818182,Delatte_etal_2009_JMedEnto
adult_lifespan,15,19.45,Calado_Navarro-Silva_2002_RevistaBrasileraDeEntomologia
adult_lifespan,20,59.35,Calado_Navarro-Silva_2002_RevistaBrasileraDeEntomologia
adult_lifespan,25,61.55,Calado_Navarro-Silva_2002_RevistaBrasileraDeEntomologia
adult_lifespan,30,42.72,Calado_Navarro-Silva_2002_RevistaBrasileraDeEntomologia
egg_to_adult_development_rate,15,0.012539184952978056,Calado_Navarro-Silva_2002b_RevSaudaPublica
egg_to_adult_development_rate,20,0.02551020408163265,Calado_Navarro-Silva_2002b_RevSaudaPublica
egg_to_adult_development_rate,25,0.04208754208754208,Calado_Navarro-Silva_2002b_RevSaudaPublica
egg_to_adult_development_rate,30,0.05411255411255411,Calado_Navarro-Silva_2002b_RevSaudaPublica
adult_lifespan,22,157.48059840914237,Alto_et_al_2001b
adult_lifespan,22,140.9994051609532,Alto_et_al_2001b
adult_lifespan,22,124.74493860554968,Alto_et_al_2001b
adult_lifespan,26,79.02836043749878,Alto_et_al_2001b
adult_lifespan,26,74.23800802641098,Alto_et_al_2001b
adult_lifespan,26,58.39013931747357,Alto_et_al_2001b
adult_lifespan,30,36.80361832837127,Alto_et_al_2001b
adult_lifespan,30,31.47296178584071,Alto_et_al_2001b
adult_lifespan,30,41.23235442731446,Alto_et_al_2001b
adult_lifespan,22,137.17681568634947,Alto_et_al_2001b
egg_to_adult_development_rate,20,0.062663185,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,20,0.060913091,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,20,0.054318904,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,27,0.12064632,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,27,0.112511735,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,27,0.095997154,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,34,0.101061142,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,34,0.095663265,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,34,0.084262451,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,20,77.8,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,20,73.9,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,27,58.2,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,27,30.4,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,34,35.7,Ezeakacha_Dissertation_2015
eggs_per_female_per_cycle,34,7.2,Ezeakacha_Dissertation_2015
adult_lifespan,20,141.0,Ezeakacha_Dissertation_2015
adult_lifespan,20,102.0,Ezeakacha_Dissertation_2015
adult_lifespan,20,98.0,Ezeakacha_Dissertation_2015
adult_lifespan,27,98.0,Ezeakacha_Dissertation_2015
adult_lifespan,27,76.0,Ezeakacha_Dissertation_2015
adult_lifespan,27,84.0,Ezeakacha_Dissertation_2015
adult_lifespan,34,35.0,Ezeakacha_Dissertation_2015
adult_lifespan,34,42.0,Ezeakacha_Dissertation_2015
adult_lifespan,34,24.0,Ezeakacha_Dissertation_2015
egg_to_adult_development_rate,21,0.043767840146405806,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.04878048780487805,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.058541257243748826,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.06326383168784107,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.060371526373301294,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.06215140828876042,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.058823529411764705,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,21,0.06363634628099647,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.07219252302039078,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.06524634082209084,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.09032942237044278,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.09185444010585306,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.08905108059033742,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.08490564435742559,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.08349148011191197,Yee_et al_2016 JAE_in_review
egg_to_adult_development_rate,25,0.08512717574420305,Yee_et al_2016 JAE_in_review
extrinsic_incubation_rate,21,0.1,Xiao_et_al_2014_Arch Virol
extrinsic_incubation_rate,26,0.14285714285714285,Xiao_et_al_2014_Arch Virol
extrinsic_incubation_rate,31,0.25,Xiao_et_al_2014_Arch Virol
extrinsic_incubation_rate,36,0.25,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,18,0.0,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,21,0.31,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,26,0.55,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,31,0.7059,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,36,0.4706,Xiao_et_al_2014_Arch Virol
mosquito_to_human_transmission_probability,18,0.08,Xiao_et_al_2014_Arch Virol
human_to_mosquito_transmission_probability,21,0.47,Xiao_et_al_2014_Arch Virol
human_to_mosquito_transmission_probability,26,0.68,Xiao_et_al_2014_Arch Virol
human_to_mosquito_transmission_probability,31,0.8235,Xiao_et_al_2014_Arch Virol
human_to_mosquito_transmission_probability,36,0.4706,Xiao_et_al_2014_Arch Virol
